student_id,last_name,first_name,sex,age,college,course,year_level,scholarship_type,gpa,monthly_income,scholarship_status
CSU-2023-1416,Kerr,Daniel,Male,23.0,College Of Arts And Sciences,BS Biology,2,CHED UniFAST,4.94,57497,Revoked
CSU-2023-1417,Taylor,Tracey,Female,19.0,"College Of Management, Economics, And Business",BS Accountancy,1,CHED UniFAST,3.23,37181,Revoked
CSU-2023-1418,Soto,Mary,Female,24.0,"College Of Management, Economics, And Business",BS Accountancy,1,DOST SEI,4.06,116333,Revoked
CSU-2023-1419,Flores,Melissa,Female,26.0,College Of Engineering And Geosciences,BS Mechanical Engineering,2,LGU Sponsored,1.76,78011,Active
CSU-2023-1420,Harmon,Dylan,Male,23.0,College Of Engineering And Geosciences,BS Electrical Engineering,3,None,2.76,109919,Warning
CSU-2023-1421,Knapp,Christine,Female,22.0,College Of Education,Bachelor of Elementary Education,4,None,4.54,129735,Revoked
CSU-2023-1422,Young,Megan,Female,22.0,College Of Arts And Sciences,BS Biology,2,LGU Sponsored,4.31,132017,Revoked
CSU-2023-1423,Garcia,Abigail,Female,21.0,College Of Engineering And Geosciences,BS Electrical Engineering,4,None,1.67,43633,Active
CSU-2023-1424,Richardson,Brenda,Female,21.0,College Of Engineering And Geosciences,BS Electrical Engineering,4,DOST SEI,2.18,33321,Active
CSU-2023-1425,Ochoa,Daniel,Male,25.0,College Of Arts And Sciences,BS Biology,1,None,4.68,70716,Revoked
CSU-2023-1426,Ball,Whitney,Female,21.0,College Of Education,Bachelor of Secondary Education,1,None,3.07,135357,Revoked
CSU-2023-1427,Glenn,Gary,Male,21.0,College Of Education,Bachelor of Elementary Education,2,CHED UniFAST,2.85,40286,Warning
CSU-2023-1428,Collins,Mary,Female,23.0,College Of Engineering And Geosciences,BS Mechanical Engineering,1,DOST SEI,3.58,31110,Revoked
CSU-2023-1429,Brown,Catherine,Female,25.0,College Of Arts And Sciences,BS Mathematics,4,LGU Sponsored,3.89,22885,Revoked
CSU-2023-1430,Chung,Seth,Male,18.0,"College Of Management, Economics, And Business",BS Economics,2,None,1.72,12012,Active
CSU-2023-1431,Johnson,Seth,Male,26.0,"College Of Management, Economics, And Business",BS Business Administration,4,None,3.34,105304,Revoked
CSU-2023-1432,Smith,Albert,Male,17.0,"College Of Management, Economics, And Business",BS Accountancy,1,CHED UniFAST,3.19,45038,Revoked
CSU-2023-1433,Torres,Phillip,Male,24.0,College Of Arts And Sciences,BA Communication,3,DOST SEI,2.65,30253,Warning
CSU-2023-1434,Jackson,Ruben,Male,22.0,College Of Arts And Sciences,BA Communication,1,LGU Sponsored,2.8,141301,Warning
CSU-2023-1435,Porter,Patrick,Male,18.0,"College Of Management, Economics, And Business",BS Accountancy,2,DOST SEI,1.72,127164,Active
CSU-2023-1436,Jimenez,Martin,Male,25.0,"College Of Management, Economics, And Business",BS Accountancy,4,DOST SEI,3.36,81955,Revoked
CSU-2023-1437,Harrison,Catherine,Female,22.0,College Of Computing And Information Sciences,BS Information Technology,1,DOST SEI,4.58,133516,Revoked
CSU-2023-1438,Morrison,Elizabeth,Female,18.0,College Of Computing And Information Sciences,BS Computer Science,2,None,1.36,147196,Active
CSU-2023-1439,Meyer,Stephen,Male,25.0,College Of Engineering And Geosciences,BS Mechanical Engineering,2,DOST SEI,2.3,146696,Active
CSU-2023-1440,Hopkins,Gary,Male,23.0,College Of Education,Bachelor of Elementary Education,2,CHED UniFAST,3.59,13283,Revoked
CSU-2023-1441,Wright,Mark,Male,26.0,College Of Education,Bachelor of Elementary Education,2,DOST SEI,4.19,36230,Revoked
CSU-2023-1442,Gonzalez,Robert,Male,20.0,College Of Education,Bachelor of Elementary Education,2,CHED UniFAST,3.93,122995,Revoked
CSU-2023-1443,Mcintosh,Mark,Male,25.0,College Of Computing And Information Sciences,BS Information Systems,2,DOST SEI,1.46,103654,Active
CSU-2023-1444,Johnson,Michael,Male,21.0,College Of Engineering And Geosciences,BS Electrical Engineering,4,LGU Sponsored,2.8,125496,Warning
CSU-2023-1445,Griffin,Cindy,Female,26.0,"College Of Management, Economics, And Business",BS Economics,4,LGU Sponsored,2.45,13613,Active
CSU-2023-1446,Miller,Tammy,Female,26.0,"College Of Management, Economics, And Business",BS Accountancy,2,None,3.1,84441,Revoked
CSU-2023-1447,Flores,Scott,Male,19.0,"College Of Management, Economics, And Business",BS Economics,3,CHED UniFAST,3.91,133838,Revoked
CSU-2023-1448,Stout,Jacob,Male,22.0,"College Of Management, Economics, And Business",BS Business Administration,2,LGU Sponsored,3.45,40255,Revoked
CSU-2023-1449,Ballard,Maria,Female,23.0,College Of Education,Bachelor of Secondary Education,2,LGU Sponsored,2.51,106995,Warning
CSU-2023-1450,Robinson,Michael,Male,25.0,College Of Arts And Sciences,BA Communication,2,LGU Sponsored,2.52,33673,Warning
CSU-2023-1451,Harris,Rebecca,Female,24.0,College Of Engineering And Geosciences,BS Civil Engineering,1,None,4.07,146398,Revoked
CSU-2023-1452,Nichols,Kevin,Male,20.0,College Of Computing And Information Sciences,BS Information Technology,4,None,3.26,129757,Revoked
CSU-2023-1453,Acosta,Virginia,Female,22.0,College Of Arts And Sciences,BA Communication,4,DOST SEI,4.45,137824,Revoked
CSU-2023-1454,Mcfarland,Gary,Male,18.0,College Of Education,Bachelor of Elementary Education,1,None,4.48,107599,Revoked
CSU-2023-1455,Jenkins,Robert,Male,21.0,College Of Engineering And Geosciences,BS Electrical Engineering,2,LGU Sponsored,4.08,134680,Revoked
CSU-2023-1456,Daniels,Maria,Female,25.0,College Of Engineering And Geosciences,BS Electrical Engineering,1,LGU Sponsored,2.68,97474,Warning
CSU-2023-1457,Ford,Colleen,Female,25.0,"College Of Management, Economics, And Business",BS Economics,1,None,2.24,89012,Active
CSU-2023-1458,Small,Hannah,Female,18.0,College Of Education,Bachelor of Secondary Education,2,CHED UniFAST,4.07,12378,Revoked
CSU-2023-1459,Campbell,Jill,Female,22.0,College Of Computing And Information Sciences,BS Information Technology,1,DOST SEI,2.16,38606,Active
CSU-2023-1460,Chang,Stephen,Male,26.0,College Of Computing And Information Sciences,BS Computer Science,3,None,1.72,96455,Active
CSU-2023-1461,Edwards,Crystal,Female,19.0,College Of Arts And Sciences,BA Communication,2,None,4.59,94458,Revoked
CSU-2023-1462,Riley,Sharon,Female,25.0,College Of Engineering And Geosciences,BS Civil Engineering,3,LGU Sponsored,1.01,30519,Active
CSU-2023-1463,Colon,Bianca,Female,21.0,College Of Engineering And Geosciences,BS Electrical Engineering,3,None,4.06,95477,Revoked
CSU-2023-1464,Mason,Tanner,Male,19.0,College Of Arts And Sciences,BA Communication,4,None,2.83,112984,Warning
CSU-2023-1465,Mcdaniel,Stephen,Male,19.0,"College Of Management, Economics, And Business",BS Economics,2,CHED UniFAST,4.42,19797,Revoked
CSU-2023-1466,Hunt,Debra,Female,24.0,"College Of Management, Economics, And Business",BS Business Administration,2,LGU Sponsored,4.23,69910,Revoked
CSU-2023-1467,Best,Meghan,Female,23.0,"College Of Management, Economics, And Business",BS Economics,4,CHED UniFAST,4.53,86815,Revoked
CSU-2023-1468,Wallace,Yvette,Female,22.0,College Of Computing And Information Sciences,BS Information Technology,4,None,1.87,22170,Active
CSU-2023-1469,Holloway,William,Male,18.0,"College Of Management, Economics, And Business",BS Economics,4,None,3.64,35007,Revoked
CSU-2023-1470,Jones,Olivia,Female,20.0,"College Of Management, Economics, And Business",BS Business Administration,4,None,2.64,49506,Warning
CSU-2023-1471,Richardson,Danielle,Female,21.0,College Of Education,Bachelor of Elementary Education,3,LGU Sponsored,1.32,146142,Active
CSU-2023-1472,Conner,Tiffany,Female,22.0,College Of Engineering And Geosciences,BS Mechanical Engineering,1,CHED UniFAST,3.4,14798,Revoked
CSU-2023-1473,Hall,Miguel,Male,19.0,College Of Education,Bachelor of Secondary Education,4,LGU Sponsored,4.53,115748,Revoked
CSU-2023-1474,Smith,Joseph,Male,21.0,College Of Education,Bachelor of Secondary Education,2,None,3.48,74892,Revoked
CSU-2023-1475,Lowe,Melanie,Female,21.0,"College Of Management, Economics, And Business",BS Business Administration,1,DOST SEI,4.28,128129,Revoked
CSU-2023-1476,Wheeler,Emily,Female,21.0,College Of Engineering And Geosciences,BS Civil Engineering,2,DOST SEI,1.2,87972,Active
CSU-2023-1477,Young,William,Male,17.0,College Of Computing And Information Sciences,BS Information Systems,2,LGU Sponsored,1.59,107315,Active
CSU-2023-1478,Novak,Corey,Male,25.0,College Of Engineering And Geosciences,BS Mechanical Engineering,4,CHED UniFAST,3.61,30618,Revoked
CSU-2023-1479,Pena,Kimberly,Female,19.0,"College Of Management, Economics, And Business",BS Business Administration,4,CHED UniFAST,1.58,31229,Active
CSU-2023-1480,Johnson,Robert,Male,18.0,College Of Education,Bachelor of Secondary Education,3,DOST SEI,1.13,93071,Active
CSU-2023-1481,Price,Jacqueline,Female,19.0,"College Of Management, Economics, And Business",BS Business Administration,2,CHED UniFAST,3.31,136797,Revoked
CSU-2023-1482,Ramirez,Douglas,Male,24.0,College Of Arts And Sciences,BS Biology,3,None,2.19,48680,Active
CSU-2023-1483,Tapia,Jennifer,Female,20.0,College Of Engineering And Geosciences,BS Electrical Engineering,1,None,4.68,100245,Revoked
CSU-2023-1484,Hill,Michelle,Female,22.0,College Of Engineering And Geosciences,BS Civil Engineering,4,DOST SEI,1.44,57889,Active
CSU-2023-1485,Stephens,Meghan,Female,18.0,College Of Engineering And Geosciences,BS Civil Engineering,2,LGU Sponsored,4.97,24744,Revoked
CSU-2023-1486,Carlson,Ashley,Female,17.0,College Of Arts And Sciences,BA Communication,3,CHED UniFAST,3.69,80328,Revoked
CSU-2023-1487,Barnes,Anthony,Male,22.0,College Of Arts And Sciences,BA Communication,3,None,3.64,17460,Revoked
CSU-2023-1488,Brooks,Lisa,Female,18.0,College Of Engineering And Geosciences,BS Electrical Engineering,2,LGU Sponsored,3.38,110389,Revoked
CSU-2023-1489,Santos,Daniel,Male,22.0,College Of Arts And Sciences,BS Biology,3,CHED UniFAST,3.25,29106,Revoked
CSU-2023-1490,Nelson,Kelly,Female,25.0,College Of Arts And Sciences,BS Mathematics,2,None,4.0,93300,Revoked
CSU-2023-1491,Miller,Kevin,Male,17.0,College Of Computing And Information Sciences,BS Computer Science,3,CHED UniFAST,4.73,22634,Revoked
CSU-2023-1492,Allen,Kathleen,Female,25.0,College Of Computing And Information Sciences,BS Information Technology,4,DOST SEI,4.07,116963,Revoked
CSU-2023-1493,Melendez,Joshua,Male,21.0,College Of Education,Bachelor of Secondary Education,1,DOST SEI,2.47,96046,Active
CSU-2023-1494,Anderson,Ronald,Male,25.0,College Of Arts And Sciences,BS Biology,3,DOST SEI,2.52,84127,Warning
CSU-2023-1495,Powers,Alexandra,Female,20.0,College Of Computing And Information Sciences,BS Information Technology,1,CHED UniFAST,1.27,118484,Active
CSU-2023-1496,Cruz,Rhonda,Female,26.0,College Of Education,Bachelor of Secondary Education,1,DOST SEI,2.71,57448,Warning
CSU-2023-1497,Mclaughlin,John,Male,19.0,College Of Engineering And Geosciences,BS Civil Engineering,1,CHED UniFAST,3.2,110460,Revoked
CSU-2023-1498,Goodman,Laurie,Female,19.0,"College Of Management, Economics, And Business",BS Economics,3,CHED UniFAST,2.88,140100,Warning
CSU-2023-1499,Garcia,John,Male,17.0,"College Of Management, Economics, And Business",BS Economics,3,None,1.49,148540,Active
CSU-2023-1500,Snyder,Brandon,Male,21.0,"College Of Management, Economics, And Business",BS Economics,1,LGU Sponsored,4.44,9876,Revoked
CSU-2023-1501,Wood,James,Male,24.0,College Of Arts And Sciences,BS Mathematics,2,DOST SEI,3.11,135863,Revoked
CSU-2023-1502,Kim,Daniel,Male,20.0,"College Of Management, Economics, And Business",BS Business Administration,1,CHED UniFAST,1.84,127498,Active
CSU-2023-1503,Price,Jacob,Male,24.0,College Of Computing And Information Sciences,BS Computer Science,3,DOST SEI,1.84,144649,Active
CSU-2023-1504,Wong,Chad,Male,25.0,College Of Engineering And Geosciences,BS Civil Engineering,4,CHED UniFAST,1.23,20697,Active
CSU-2023-1505,Craig,Kathy,Female,21.0,College Of Engineering And Geosciences,BS Electrical Engineering,1,LGU Sponsored,3.29,100492,Revoked
CSU-2023-1506,Davis,Daniel,Male,19.0,College Of Computing And Information Sciences,BS Information Systems,2,None,3.12,43730,Revoked
CSU-2023-1507,Garrett,Ryan,Male,24.0,College Of Computing And Information Sciences,BS Information Technology,3,None,2.93,44445,Warning
CSU-2023-1508,Carroll,Tom,Male,25.0,"College Of Management, Economics, And Business",BS Accountancy,4,CHED UniFAST,3.75,119134,Revoked
CSU-2023-1509,Powell,Darlene,Female,26.0,College Of Engineering And Geosciences,BS Electrical Engineering,2,LGU Sponsored,4.95,88533,Revoked
CSU-2023-1510,Hodge,Cameron,Male,25.0,College Of Arts And Sciences,BS Mathematics,2,CHED UniFAST,2.71,58361,Warning
CSU-2023-1511,Anderson,Michael,Male,25.0,College Of Education,Bachelor of Secondary Education,3,None,4.39,74975,Revoked
CSU-2023-1512,Smith,John,Male,23.0,College Of Computing And Information Sciences,BS Information Technology,3,CHED UniFAST,3.1,47096,Revoked
CSU-2023-1513,Haynes,Katherine,Female,24.0,College Of Arts And Sciences,BS Biology,1,None,2.42,66900,Active
CSU-2023-1514,Johnson,Shelley,Female,18.0,College Of Engineering And Geosciences,BS Mechanical Engineering,1,None,1.52,67516,Active
CSU-2023-1515,Thornton,Jessica,Female,24.0,College Of Arts And Sciences,BS Mathematics,1,LGU Sponsored,3.25,44311,Revoked
CSU-2023-1516,Cook,Barbara,Female,18.0,College Of Arts And Sciences,BS Biology,1,DOST SEI,3.92,12262,Revoked
CSU-2023-1517,Johnson,Stephanie,Female,21.0,College Of Engineering And Geosciences,BS Civil Engineering,3,None,2.97,86406,Warning
CSU-2023-1518,Miller,Jennifer,Female,24.0,College Of Education,Bachelor of Elementary Education,3,CHED UniFAST,1.72,132240,Active
CSU-2023-1519,Mills,Brian,Male,19.0,College Of Engineering And Geosciences,BS Civil Engineering,1,CHED UniFAST,3.44,115629,Revoked
CSU-2023-1520,Webb,Michaela,Female,18.0,College Of Education,Bachelor of Elementary Education,3,None,2.16,57950,Active
CSU-2023-1521,Rivera,Lauren,Female,24.0,College Of Engineering And Geosciences,BS Electrical Engineering,3,None,1.77,76489,Active
CSU-2023-1522,Garza,Tina,Female,26.0,College Of Computing And Information Sciences,BS Computer Science,1,CHED UniFAST,1.47,12639,Active
CSU-2023-1523,Brown,Willie,Male,20.0,"College Of Management, Economics, And Business",BS Business Administration,3,DOST SEI,2.86,77816,Warning
CSU-2023-1524,Williamson,Alicia,Female,21.0,College Of Computing And Information Sciences,BS Information Systems,2,CHED UniFAST,4.19,16070,Revoked
CSU-2023-1525,Higgins,Jeremy,Male,18.0,College Of Education,Bachelor of Elementary Education,4,CHED UniFAST,4.39,10218,Revoked
CSU-2023-1526,Parker,James,Male,17.0,College Of Engineering And Geosciences,BS Civil Engineering,2,CHED UniFAST,3.46,27001,Revoked
CSU-2023-1527,Anderson,Johnathan,Male,26.0,College Of Education,Bachelor of Elementary Education,3,None,2.66,83113,Warning
CSU-2023-1528,Brown,Jeffrey,Male,20.0,College Of Computing And Information Sciences,BS Computer Science,4,None,2.34,111694,Active
CSU-2023-1529,Hardy,Jeffrey,Male,17.0,College Of Computing And Information Sciences,BS Information Technology,4,CHED UniFAST,3.24,28673,Revoked
CSU-2023-1530,Sims,Deborah,Female,24.0,College Of Arts And Sciences,BS Mathematics,1,DOST SEI,1.85,41847,Active
CSU-2023-1531,Hickman,Tiffany,Female,20.0,College Of Education,Bachelor of Secondary Education,2,CHED UniFAST,3.56,34342,Revoked
CSU-2023-1532,Miller,Phillip,Male,26.0,College Of Education,Bachelor of Secondary Education,2,None,2.13,141828,Active
CSU-2023-1533,Davis,Brianna,Female,17.0,College Of Education,Bachelor of Elementary Education,1,CHED UniFAST,4.16,135141,Revoked
CSU-2023-1534,Bender,Jack,Male,25.0,College Of Engineering And Geosciences,BS Electrical Engineering,2,None,2.2,67410,Active
CSU-2023-1535,Shaw,Amber,Female,22.0,College Of Arts And Sciences,BS Biology,4,LGU Sponsored,3.2,87158,Revoked
CSU-2023-1536,Powell,Heather,Female,23.0,College Of Education,Bachelor of Elementary Education,3,CHED UniFAST,1.02,107223,Active
CSU-2023-1537,Keller,Todd,Male,17.0,"College Of Management, Economics, And Business",BS Economics,3,CHED UniFAST,3.74,115852,Revoked
CSU-2023-1538,Nguyen,Eric,Male,19.0,College Of Education,Bachelor of Elementary Education,1,CHED UniFAST,2.58,42821,Warning
CSU-2023-1539,Howard,Willie,Male,22.0,College Of Engineering And Geosciences,BS Electrical Engineering,4,DOST SEI,3.28,50915,Revoked
CSU-2023-1540,Gordon,Jesse,Male,26.0,College Of Engineering And Geosciences,BS Civil Engineering,3,None,4.33,76970,Revoked
CSU-2023-1541,Dorsey,Derek,Male,22.0,"College Of Management, Economics, And Business",BS Economics,2,LGU Sponsored,2.32,112053,Active
CSU-2023-1542,Johnston,Dawn,Female,19.0,College Of Engineering And Geosciences,BS Electrical Engineering,4,CHED UniFAST,2.35,19660,Active
CSU-2023-1543,Harris,Michael,Male,17.0,College Of Computing And Information Sciences,BS Computer Science,4,CHED UniFAST,3.69,144845,Revoked
CSU-2023-1544,Hall,John,Male,22.0,College Of Arts And Sciences,BS Biology,2,None,4.19,34612,Revoked
CSU-2023-1545,Garcia,Jacob,Male,19.0,"College Of Management, Economics, And Business",BS Business Administration,2,None,1.54,148063,Active
CSU-2023-1546,Ramirez,Kenneth,Male,22.0,College Of Arts And Sciences,BS Mathematics,4,LGU Sponsored,1.62,129480,Active
CSU-2023-1547,Wood,Dana,Female,19.0,"College Of Management, Economics, And Business",BS Accountancy,2,None,2.84,77806,Warning
CSU-2023-1548,Reynolds,Elizabeth,Female,19.0,College Of Education,Bachelor of Elementary Education,3,CHED UniFAST,4.46,100157,Revoked
CSU-2023-1549,Black,Brianna,Female,21.0,College Of Arts And Sciences,BS Biology,3,CHED UniFAST,2.85,101400,Warning
CSU-2023-1550,Patterson,Carol,Female,26.0,College Of Computing And Information Sciences,BS Information Systems,1,CHED UniFAST,4.26,10524,Revoked
CSU-2023-1551,Webb,Charles,Male,26.0,"College Of Management, Economics, And Business",BS Economics,1,None,1.22,19332,Active
CSU-2023-1552,Grant,Jacob,Male,20.0,College Of Engineering And Geosciences,BS Electrical Engineering,3,None,3.08,71317,Revoked
CSU-2023-1553,Hill,Robert,Male,22.0,College Of Engineering And Geosciences,BS Mechanical Engineering,4,CHED UniFAST,3.9,86072,Revoked
CSU-2023-1554,Hart,Michael,Male,22.0,College Of Engineering And Geosciences,BS Civil Engineering,3,None,3.22,36995,Revoked
CSU-2023-1555,Miller,Angela,Female,24.0,College Of Computing And Information Sciences,BS Computer Science,4,None,1.83,120973,Active
CSU-2023-1556,Patterson,Kelli,Female,22.0,College Of Education,Bachelor of Elementary Education,4,CHED UniFAST,3.74,7062,Revoked
CSU-2023-1557,Stout,Kenneth,Male,24.0,College Of Education,Bachelor of Secondary Education,1,None,4.66,71986,Revoked
CSU-2023-1558,Garcia,Alan,Male,22.0,College Of Computing And Information Sciences,BS Information Technology,3,None,2.41,28658,Active
CSU-2023-1559,Garner,Eddie,Male,23.0,College Of Computing And Information Sciences,BS Information Technology,2,None,4.88,82967,Revoked
CSU-2023-1560,Morgan,Lisa,Female,26.0,College Of Arts And Sciences,BS Biology,4,None,4.36,47002,Revoked
CSU-2023-1561,Martinez,Jacqueline,Female,19.0,College Of Education,Bachelor of Secondary Education,1,CHED UniFAST,4.93,88147,Revoked
CSU-2023-1562,Torres,Colleen,Female,25.0,College Of Engineering And Geosciences,BS Civil Engineering,3,None,3.14,13881,Revoked
CSU-2023-1563,Larsen,Kenneth,Male,17.0,"College Of Management, Economics, And Business",BS Business Administration,4,LGU Sponsored,3.28,25996,Revoked
CSU-2023-1564,Frederick,Bobby,Male,22.0,College Of Education,Bachelor of Secondary Education,1,DOST SEI,1.75,128493,Active
CSU-2023-1565,Ramos,Michelle,Female,20.0,"College Of Management, Economics, And Business",BS Economics,1,CHED UniFAST,1.47,92221,Active
CSU-2023-1566,Harvey,Angela,Female,18.0,College Of Engineering And Geosciences,BS Mechanical Engineering,4,None,4.13,31318,Revoked
CSU-2023-1567,Gilbert,Marilyn,Female,24.0,"College Of Management, Economics, And Business",BS Accountancy,3,CHED UniFAST,3.82,73411,Revoked
CSU-2023-1568,Brooks,Guy,Male,22.0,College Of Arts And Sciences,BS Mathematics,4,DOST SEI,3.84,97237,Revoked
CSU-2023-1569,Hale,Lisa,Female,24.0,College Of Education,Bachelor of Secondary Education,4,CHED UniFAST,2.66,148583,Warning
CSU-2023-1570,Austin,Joseph,Male,19.0,"College Of Management, Economics, And Business",BS Economics,1,CHED UniFAST,2.99,123819,Warning
CSU-2023-1571,Bryant,Rebecca,Female,26.0,"College Of Management, Economics, And Business",BS Economics,2,LGU Sponsored,1.95,18657,Active
CSU-2023-1572,Faulkner,Lauren,Female,26.0,College Of Education,Bachelor of Elementary Education,2,LGU Sponsored,2.81,121235,Warning
CSU-2023-1573,Berry,Kyle,Male,25.0,College Of Computing And Information Sciences,BS Information Technology,2,CHED UniFAST,4.8,5806,Revoked
CSU-2023-1574,Cowan,Martin,Male,20.0,College Of Education,Bachelor of Secondary Education,2,CHED UniFAST,3.1,57448,Revoked
CSU-2023-1575,Sanford,Betty,Female,20.0,College Of Education,Bachelor of Secondary Education,2,None,1.45,87240,Active
CSU-2023-1576,Dunn,Peter,Male,18.0,"College Of Management, Economics, And Business",BS Accountancy,4,LGU Sponsored,4.14,34052,Revoked
CSU-2023-1577,Johnson,Jennifer,Female,25.0,College Of Arts And Sciences,BS Mathematics,4,None,1.81,70432,Active
CSU-2023-1578,Bradley,Patricia,Female,18.0,College Of Computing And Information Sciences,BS Information Systems,4,CHED UniFAST,1.37,112561,Active
CSU-2023-1579,Logan,Jeffrey,Male,18.0,College Of Arts And Sciences,BA Communication,1,None,3.02,123355,Revoked
CSU-2023-1580,Parker,Barbara,Female,21.0,College Of Arts And Sciences,BS Mathematics,4,None,2.93,39998,Warning
CSU-2023-1581,Graham,Olivia,Female,17.0,College Of Arts And Sciences,BA Communication,2,CHED UniFAST,3.0,50476,Warning
CSU-2023-1582,Hines,Paige,Female,17.0,College Of Engineering And Geosciences,BS Mechanical Engineering,4,None,1.76,78871,Active
CSU-2023-1583,Mcgrath,Timothy,Male,17.0,"College Of Management, Economics, And Business",BS Economics,4,None,4.69,27124,Revoked
CSU-2023-1584,Mclean,Heidi,Female,21.0,"College Of Management, Economics, And Business",BS Business Administration,3,CHED UniFAST,4.5,101364,Revoked
CSU-2023-1585,Valdez,Randy,Male,19.0,College Of Education,Bachelor of Secondary Education,3,None,4.1,108152,Revoked
CSU-2023-1586,Bird,Jeanette,Female,23.0,College Of Education,Bachelor of Elementary Education,1,CHED UniFAST,4.08,63847,Revoked
CSU-2023-1587,Williams,Sarah,Female,25.0,College Of Engineering And Geosciences,BS Electrical Engineering,3,None,4.29,11021,Revoked
CSU-2023-1588,Walsh,Andrew,Male,21.0,College Of Arts And Sciences,BS Biology,4,CHED UniFAST,3.71,28324,Revoked
CSU-2023-1589,Perez,Dylan,Male,19.0,College Of Arts And Sciences,BA Communication,2,None,1.82,56974,Active
CSU-2023-1590,Larson,Stephen,Male,17.0,College Of Engineering And Geosciences,BS Civil Engineering,4,CHED UniFAST,1.15,49238,Active
CSU-2023-1591,Rivera,Jose,Male,21.0,"College Of Management, Economics, And Business",BS Economics,3,None,2.55,110128,Warning
CSU-2023-1592,Zimmerman,Bradley,Male,17.0,College Of Arts And Sciences,BS Mathematics,2,DOST SEI,4.46,73198,Revoked
CSU-2023-1593,Massey,Robert,Male,24.0,College Of Arts And Sciences,BS Mathematics,3,DOST SEI,1.02,28346,Active
CSU-2023-1594,Kelly,Chad,Male,21.0,"College Of Management, Economics, And Business",BS Economics,1,DOST SEI,4.73,49596,Revoked
CSU-2023-1595,Brooks,John,Male,20.0,College Of Engineering And Geosciences,BS Mechanical Engineering,2,None,4.39,8700,Revoked
CSU-2023-1596,Green,Mackenzie,Female,25.0,"College Of Management, Economics, And Business",BS Economics,1,None,1.35,123936,Active
CSU-2023-1597,Vega,Ray,Male,19.0,College Of Computing And Information Sciences,BS Information Technology,1,CHED UniFAST,2.87,36067,Warning
CSU-2023-1598,Chapman,Pamela,Female,23.0,College Of Arts And Sciences,BS Mathematics,4,None,1.18,58253,Active
CSU-2023-1599,Phillips,James,Male,24.0,College Of Education,Bachelor of Elementary Education,3,None,3.08,74783,Revoked
CSU-2024-1600,Nelson,Victor,Male,17.0,College Of Arts And Sciences,BS Mathematics,3,LGU Sponsored,3.98,134543,Revoked
CSU-2024-1601,Sanchez,Angela,Female,21.0,College Of Arts And Sciences,BA Communication,1,LGU Sponsored,3.31,39130,Revoked
CSU-2024-1602,Carter,Jessica,Female,21.0,"College Of Management, Economics, And Business",BS Accountancy,3,None,3.56,59160,Revoked
CSU-2024-1603,Ray,James,Male,25.0,"College Of Management, Economics, And Business",BS Business Administration,2,None,2.28,79178,Active
CSU-2024-1604,Smith,Rachel,Female,19.0,College Of Arts And Sciences,BS Mathematics,1,None,1.77,114662,Active
CSU-2024-1605,Mitchell,Alyssa,Female,23.0,"College Of Management, Economics, And Business",BS Accountancy,4,None,2.11,112092,Active
CSU-2024-1606,Valentine,William,Male,22.0,College Of Arts And Sciences,BA Communication,2,None,2.28,12542,Active
CSU-2024-1607,Juarez,Casey,Female,19.0,College Of Education,Bachelor of Elementary Education,2,CHED UniFAST,2.76,73629,Warning
CSU-2024-1608,Vasquez,Courtney,Female,25.0,College Of Education,Bachelor of Secondary Education,2,None,1.47,123220,Active
CSU-2024-1609,Brown,Mark,Male,20.0,"College Of Management, Economics, And Business",BS Economics,3,CHED UniFAST,1.6,101898,Active
CSU-2024-1610,Marshall,Samantha,Female,22.0,"College Of Management, Economics, And Business",BS Accountancy,3,LGU Sponsored,2.09,27475,Active
CSU-2024-1611,Tate,Lisa,Female,17.0,College Of Education,Bachelor of Secondary Education,1,LGU Sponsored,1.06,127914,Active
CSU-2024-1612,Camacho,Sean,Male,23.0,College Of Engineering And Geosciences,BS Mechanical Engineering,3,DOST SEI,3.49,89736,Revoked
CSU-2024-1613,Murphy,Trevor,Male,22.0,College Of Engineering And Geosciences,BS Civil Engineering,4,None,1.41,60631,Active
CSU-2024-1614,Lawson,Kimberly,Female,19.0,College Of Education,Bachelor of Secondary Education,1,LGU Sponsored,3.17,115963,Revoked
CSU-2024-1615,Goodwin,James,Male,17.0,College Of Engineering And Geosciences,BS Electrical Engineering,4,CHED UniFAST,2.27,24151,Active
CSU-2024-1616,Jones,Matthew,Male,24.0,College Of Engineering And Geosciences,BS Mechanical Engineering,1,CHED UniFAST,1.57,20401,Active
CSU-2024-1617,Robertson,Elizabeth,Female,23.0,College Of Education,Bachelor of Elementary Education,4,DOST SEI,3.82,92257,Revoked
CSU-2024-1618,Gates,Tyrone,Male,22.0,College Of Computing And Information Sciences,BS Information Systems,1,None,3.3,128452,Revoked
CSU-2024-1619,Miller,Brian,Male,17.0,College Of Arts And Sciences,BS Biology,2,CHED UniFAST,1.28,16930,Active
CSU-2024-1620,Wilson,Jesse,Male,18.0,"College Of Management, Economics, And Business",BS Accountancy,4,LGU Sponsored,3.45,71494,Revoked
CSU-2024-1621,Jones,Ronald,Male,17.0,"College Of Management, Economics, And Business",BS Business Administration,3,None,3.16,84300,Revoked
CSU-2024-1622,Smith,Janice,Female,19.0,College Of Education,Bachelor of Elementary Education,3,None,1.52,102229,Active
CSU-2024-1623,Collier,Gregory,Male,19.0,College Of Education,Bachelor of Elementary Education,4,CHED UniFAST,2.88,15780,Warning
